,path,class
238,../../../data/kimia_path_960/Q29.tif,Q
239,../../../data/kimia_path_960/C39.tif,C
240,../../../data/kimia_path_960/R35.tif,R
241,../../../data/kimia_path_960/I29.tif,I
242,../../../data/kimia_path_960/O23.tif,O
243,../../../data/kimia_path_960/I41.tif,I
244,../../../data/kimia_path_960/F32.tif,F
245,../../../data/kimia_path_960/H30.tif,H
246,../../../data/kimia_path_960/L38.tif,L
247,../../../data/kimia_path_960/O26.tif,O
248,../../../data/kimia_path_960/H5.tif,H
249,../../../data/kimia_path_960/B4.tif,B
250,../../../data/kimia_path_960/H16.tif,H
251,../../../data/kimia_path_960/C27.tif,C
252,../../../data/kimia_path_960/P48.tif,P
253,../../../data/kimia_path_960/P10.tif,P
254,../../../data/kimia_path_960/H38.tif,H
255,../../../data/kimia_path_960/K21.tif,K
257,../../../data/kimia_path_960/C6.tif,C
259,../../../data/kimia_path_960/O21.tif,O
260,../../../data/kimia_path_960/L35.tif,L
261,../../../data/kimia_path_960/J18.tif,J
262,../../../data/kimia_path_960/C47.tif,C
263,../../../data/kimia_path_960/T21.tif,T
264,../../../data/kimia_path_960/B29.tif,B
265,../../../data/kimia_path_960/S42.tif,S
266,../../../data/kimia_path_960/J35.tif,J
268,../../../data/kimia_path_960/I43.tif,I
269,../../../data/kimia_path_960/E42.tif,E
271,../../../data/kimia_path_960/R21.tif,R
272,../../../data/kimia_path_960/S3.tif,S
273,../../../data/kimia_path_960/I2.tif,I
275,../../../data/kimia_path_960/S1.tif,S
278,../../../data/kimia_path_960/E36.tif,E
279,../../../data/kimia_path_960/B40.tif,B
280,../../../data/kimia_path_960/O33.tif,O
281,../../../data/kimia_path_960/A15.tif,A
282,../../../data/kimia_path_960/G6.tif,G
283,../../../data/kimia_path_960/K7.tif,K
284,../../../data/kimia_path_960/B42.tif,B
285,../../../data/kimia_path_960/D11.tif,D
287,../../../data/kimia_path_960/A1.tif,A
288,../../../data/kimia_path_960/M27.tif,M
289,../../../data/kimia_path_960/S30.tif,S
291,../../../data/kimia_path_960/E3.tif,E
292,../../../data/kimia_path_960/L7.tif,L
295,../../../data/kimia_path_960/H42.tif,H
296,../../../data/kimia_path_960/F43.tif,F
297,../../../data/kimia_path_960/I14.tif,I
299,../../../data/kimia_path_960/J34.tif,J
300,../../../data/kimia_path_960/C13.tif,C
302,../../../data/kimia_path_960/B13.tif,B
303,../../../data/kimia_path_960/I27.tif,I
304,../../../data/kimia_path_960/C45.tif,C
305,../../../data/kimia_path_960/D23.tif,D
307,../../../data/kimia_path_960/B36.tif,B
308,../../../data/kimia_path_960/K2.tif,K
310,../../../data/kimia_path_960/J45.tif,J
311,../../../data/kimia_path_960/Q31.tif,Q
314,../../../data/kimia_path_960/L4.tif,L
315,../../../data/kimia_path_960/T2.tif,T
316,../../../data/kimia_path_960/J27.tif,J
317,../../../data/kimia_path_960/A9.tif,A
318,../../../data/kimia_path_960/P37.tif,P
319,../../../data/kimia_path_960/I34.tif,I
320,../../../data/kimia_path_960/C9.tif,C
321,../../../data/kimia_path_960/D41.tif,D
322,../../../data/kimia_path_960/A29.tif,A
323,../../../data/kimia_path_960/J15.tif,J
324,../../../data/kimia_path_960/I3.tif,I
325,../../../data/kimia_path_960/E2.tif,E
326,../../../data/kimia_path_960/T28.tif,T
327,../../../data/kimia_path_960/D40.tif,D
329,../../../data/kimia_path_960/H13.tif,H
330,../../../data/kimia_path_960/Q27.tif,Q
331,../../../data/kimia_path_960/F45.tif,F
332,../../../data/kimia_path_960/T13.tif,T
333,../../../data/kimia_path_960/M26.tif,M
334,../../../data/kimia_path_960/M43.tif,M
335,../../../data/kimia_path_960/E16.tif,E
336,../../../data/kimia_path_960/S47.tif,S
337,../../../data/kimia_path_960/L21.tif,L
339,../../../data/kimia_path_960/B39.tif,B
340,../../../data/kimia_path_960/M19.tif,M
341,../../../data/kimia_path_960/T12.tif,T
342,../../../data/kimia_path_960/P5.tif,P
343,../../../data/kimia_path_960/O12.tif,O
344,../../../data/kimia_path_960/Q34.tif,Q
346,../../../data/kimia_path_960/N27.tif,N
348,../../../data/kimia_path_960/D28.tif,D
349,../../../data/kimia_path_960/J11.tif,J
350,../../../data/kimia_path_960/T14.tif,T
351,../../../data/kimia_path_960/K43.tif,K
353,../../../data/kimia_path_960/N29.tif,N
354,../../../data/kimia_path_960/M11.tif,M
355,../../../data/kimia_path_960/O4.tif,O
356,../../../data/kimia_path_960/D27.tif,D
359,../../../data/kimia_path_960/L41.tif,L
360,../../../data/kimia_path_960/L47.tif,L
361,../../../data/kimia_path_960/K8.tif,K
362,../../../data/kimia_path_960/L32.tif,L
363,../../../data/kimia_path_960/L2.tif,L
364,../../../data/kimia_path_960/D3.tif,D
366,../../../data/kimia_path_960/N9.tif,N
367,../../../data/kimia_path_960/O10.tif,O
370,../../../data/kimia_path_960/R20.tif,R
371,../../../data/kimia_path_960/S41.tif,S
372,../../../data/kimia_path_960/G39.tif,G
373,../../../data/kimia_path_960/K46.tif,K
374,../../../data/kimia_path_960/E41.tif,E
375,../../../data/kimia_path_960/K34.tif,K
376,../../../data/kimia_path_960/L42.tif,L
377,../../../data/kimia_path_960/Q25.tif,Q
379,../../../data/kimia_path_960/S2.tif,S
380,../../../data/kimia_path_960/J5.tif,J
381,../../../data/kimia_path_960/G8.tif,G
382,../../../data/kimia_path_960/T3.tif,T
383,../../../data/kimia_path_960/H46.tif,H
384,../../../data/kimia_path_960/I17.tif,I
385,../../../data/kimia_path_960/C22.tif,C
386,../../../data/kimia_path_960/D9.tif,D
387,../../../data/kimia_path_960/R42.tif,R
388,../../../data/kimia_path_960/C15.tif,C
389,../../../data/kimia_path_960/J25.tif,J
390,../../../data/kimia_path_960/M5.tif,M
392,../../../data/kimia_path_960/R2.tif,R
394,../../../data/kimia_path_960/N31.tif,N
395,../../../data/kimia_path_960/K42.tif,K
396,../../../data/kimia_path_960/H40.tif,H
398,../../../data/kimia_path_960/R13.tif,R
399,../../../data/kimia_path_960/B26.tif,B
400,../../../data/kimia_path_960/A46.tif,A
401,../../../data/kimia_path_960/G23.tif,G
405,../../../data/kimia_path_960/A26.tif,A
406,../../../data/kimia_path_960/D17.tif,D
408,../../../data/kimia_path_960/T22.tif,T
409,../../../data/kimia_path_960/N21.tif,N
410,../../../data/kimia_path_960/E26.tif,E
411,../../../data/kimia_path_960/M18.tif,M
412,../../../data/kimia_path_960/N18.tif,N
413,../../../data/kimia_path_960/D19.tif,D
414,../../../data/kimia_path_960/O36.tif,O
415,../../../data/kimia_path_960/E10.tif,E
416,../../../data/kimia_path_960/F30.tif,F
418,../../../data/kimia_path_960/D44.tif,D
420,../../../data/kimia_path_960/G35.tif,G
421,../../../data/kimia_path_960/P46.tif,P
422,../../../data/kimia_path_960/C33.tif,C
424,../../../data/kimia_path_960/C17.tif,C
425,../../../data/kimia_path_960/T23.tif,T
426,../../../data/kimia_path_960/L27.tif,L
429,../../../data/kimia_path_960/Q17.tif,Q
432,../../../data/kimia_path_960/K5.tif,K
433,../../../data/kimia_path_960/R7.tif,R
434,../../../data/kimia_path_960/D5.tif,D
435,../../../data/kimia_path_960/M39.tif,M
436,../../../data/kimia_path_960/S26.tif,S
437,../../../data/kimia_path_960/T43.tif,T
439,../../../data/kimia_path_960/D8.tif,D
440,../../../data/kimia_path_960/H45.tif,H
441,../../../data/kimia_path_960/E17.tif,E
443,../../../data/kimia_path_960/K15.tif,K
444,../../../data/kimia_path_960/K9.tif,K
445,../../../data/kimia_path_960/A21.tif,A
446,../../../data/kimia_path_960/F2.tif,F
447,../../../data/kimia_path_960/B47.tif,B
448,../../../data/kimia_path_960/T40.tif,T
449,../../../data/kimia_path_960/M25.tif,M
450,../../../data/kimia_path_960/R8.tif,R
452,../../../data/kimia_path_960/T5.tif,T
453,../../../data/kimia_path_960/T4.tif,T
454,../../../data/kimia_path_960/M2.tif,M
455,../../../data/kimia_path_960/F16.tif,F
457,../../../data/kimia_path_960/G12.tif,G
458,../../../data/kimia_path_960/E44.tif,E
459,../../../data/kimia_path_960/O40.tif,O
460,../../../data/kimia_path_960/R31.tif,R
461,../../../data/kimia_path_960/P24.tif,P
462,../../../data/kimia_path_960/C14.tif,C
463,../../../data/kimia_path_960/O47.tif,O
464,../../../data/kimia_path_960/T19.tif,T
465,../../../data/kimia_path_960/G2.tif,G
466,../../../data/kimia_path_960/L13.tif,L
467,../../../data/kimia_path_960/M34.tif,M
468,../../../data/kimia_path_960/M30.tif,M
470,../../../data/kimia_path_960/B10.tif,B
471,../../../data/kimia_path_960/I9.tif,I
472,../../../data/kimia_path_960/A4.tif,A
473,../../../data/kimia_path_960/T32.tif,T
474,../../../data/kimia_path_960/L25.tif,L
475,../../../data/kimia_path_960/A39.tif,A
476,../../../data/kimia_path_960/Q2.tif,Q
477,../../../data/kimia_path_960/C7.tif,C
478,../../../data/kimia_path_960/L14.tif,L
479,../../../data/kimia_path_960/D1.tif,D
480,../../../data/kimia_path_960/Q33.tif,Q
481,../../../data/kimia_path_960/H12.tif,H
482,../../../data/kimia_path_960/M17.tif,M
483,../../../data/kimia_path_960/R3.tif,R
484,../../../data/kimia_path_960/O46.tif,O
485,../../../data/kimia_path_960/C5.tif,C
489,../../../data/kimia_path_960/R30.tif,R
490,../../../data/kimia_path_960/E8.tif,E
491,../../../data/kimia_path_960/B9.tif,B
493,../../../data/kimia_path_960/I23.tif,I
495,../../../data/kimia_path_960/H41.tif,H
496,../../../data/kimia_path_960/K32.tif,K
497,../../../data/kimia_path_960/F25.tif,F
498,../../../data/kimia_path_960/I25.tif,I
499,../../../data/kimia_path_960/N30.tif,N
500,../../../data/kimia_path_960/J39.tif,J
502,../../../data/kimia_path_960/L37.tif,L
503,../../../data/kimia_path_960/J33.tif,J
504,../../../data/kimia_path_960/O37.tif,O
507,../../../data/kimia_path_960/H6.tif,H
509,../../../data/kimia_path_960/B21.tif,B
511,../../../data/kimia_path_960/H44.tif,H
512,../../../data/kimia_path_960/P40.tif,P
513,../../../data/kimia_path_960/M22.tif,M
517,../../../data/kimia_path_960/D26.tif,D
518,../../../data/kimia_path_960/F44.tif,F
519,../../../data/kimia_path_960/L34.tif,L
520,../../../data/kimia_path_960/A18.tif,A
521,../../../data/kimia_path_960/J23.tif,J
522,../../../data/kimia_path_960/M13.tif,M
523,../../../data/kimia_path_960/C35.tif,C
525,../../../data/kimia_path_960/P27.tif,P
526,../../../data/kimia_path_960/T34.tif,T
527,../../../data/kimia_path_960/L44.tif,L
528,../../../data/kimia_path_960/J30.tif,J
530,../../../data/kimia_path_960/C38.tif,C
531,../../../data/kimia_path_960/R24.tif,R
533,../../../data/kimia_path_960/B23.tif,B
534,../../../data/kimia_path_960/H37.tif,H
536,../../../data/kimia_path_960/R11.tif,R
537,../../../data/kimia_path_960/R43.tif,R
538,../../../data/kimia_path_960/J44.tif,J
539,../../../data/kimia_path_960/S18.tif,S
540,../../../data/kimia_path_960/I22.tif,I
541,../../../data/kimia_path_960/N4.tif,N
542,../../../data/kimia_path_960/H39.tif,H
543,../../../data/kimia_path_960/F10.tif,F
544,../../../data/kimia_path_960/C28.tif,C
545,../../../data/kimia_path_960/O41.tif,O
547,../../../data/kimia_path_960/L33.tif,L
548,../../../data/kimia_path_960/L9.tif,L
549,../../../data/kimia_path_960/L16.tif,L
550,../../../data/kimia_path_960/J48.tif,J
551,../../../data/kimia_path_960/P8.tif,P
553,../../../data/kimia_path_960/S15.tif,S
554,../../../data/kimia_path_960/J21.tif,J
555,../../../data/kimia_path_960/N24.tif,N
556,../../../data/kimia_path_960/T36.tif,T
557,../../../data/kimia_path_960/F11.tif,F
558,../../../data/kimia_path_960/F21.tif,F
560,../../../data/kimia_path_960/J32.tif,J
561,../../../data/kimia_path_960/S11.tif,S
562,../../../data/kimia_path_960/R25.tif,R
563,../../../data/kimia_path_960/F42.tif,F
564,../../../data/kimia_path_960/H20.tif,H
566,../../../data/kimia_path_960/B25.tif,B
568,../../../data/kimia_path_960/G27.tif,G
569,../../../data/kimia_path_960/G34.tif,G
570,../../../data/kimia_path_960/H10.tif,H
571,../../../data/kimia_path_960/N41.tif,N
572,../../../data/kimia_path_960/Q22.tif,Q
574,../../../data/kimia_path_960/D15.tif,D
575,../../../data/kimia_path_960/O25.tif,O
576,../../../data/kimia_path_960/O45.tif,O
577,../../../data/kimia_path_960/C1.tif,C
578,../../../data/kimia_path_960/O28.tif,O
579,../../../data/kimia_path_960/A12.tif,A
580,../../../data/kimia_path_960/Q23.tif,Q
581,../../../data/kimia_path_960/O16.tif,O
582,../../../data/kimia_path_960/B8.tif,B
583,../../../data/kimia_path_960/E43.tif,E
586,../../../data/kimia_path_960/G15.tif,G
587,../../../data/kimia_path_960/P26.tif,P
588,../../../data/kimia_path_960/J36.tif,J
589,../../../data/kimia_path_960/S16.tif,S
590,../../../data/kimia_path_960/B44.tif,B
592,../../../data/kimia_path_960/R28.tif,R
593,../../../data/kimia_path_960/B7.tif,B
594,../../../data/kimia_path_960/O35.tif,O
595,../../../data/kimia_path_960/G40.tif,G
597,../../../data/kimia_path_960/F15.tif,F
599,../../../data/kimia_path_960/K14.tif,K
600,../../../data/kimia_path_960/S13.tif,S
602,../../../data/kimia_path_960/T38.tif,T
603,../../../data/kimia_path_960/P7.tif,P
604,../../../data/kimia_path_960/K13.tif,K
606,../../../data/kimia_path_960/I38.tif,I
608,../../../data/kimia_path_960/G32.tif,G
609,../../../data/kimia_path_960/Q45.tif,Q
610,../../../data/kimia_path_960/E37.tif,E
612,../../../data/kimia_path_960/I45.tif,I
613,../../../data/kimia_path_960/P14.tif,P
614,../../../data/kimia_path_960/K44.tif,K
616,../../../data/kimia_path_960/I39.tif,I
617,../../../data/kimia_path_960/N15.tif,N
618,../../../data/kimia_path_960/T44.tif,T
619,../../../data/kimia_path_960/A40.tif,A
620,../../../data/kimia_path_960/R6.tif,R
622,../../../data/kimia_path_960/B18.tif,B
623,../../../data/kimia_path_960/N16.tif,N
626,../../../data/kimia_path_960/K3.tif,K
627,../../../data/kimia_path_960/N39.tif,N
628,../../../data/kimia_path_960/C46.tif,C
629,../../../data/kimia_path_960/O32.tif,O
630,../../../data/kimia_path_960/G1.tif,G
631,../../../data/kimia_path_960/N10.tif,N
632,../../../data/kimia_path_960/O48.tif,O
633,../../../data/kimia_path_960/L48.tif,L
634,../../../data/kimia_path_960/P11.tif,P
635,../../../data/kimia_path_960/F38.tif,F
636,../../../data/kimia_path_960/C37.tif,C
637,../../../data/kimia_path_960/K27.tif,K
638,../../../data/kimia_path_960/M20.tif,M
639,../../../data/kimia_path_960/S14.tif,S
642,../../../data/kimia_path_960/H31.tif,H
643,../../../data/kimia_path_960/N7.tif,N
646,../../../data/kimia_path_960/K26.tif,K
647,../../../data/kimia_path_960/O29.tif,O
648,../../../data/kimia_path_960/F7.tif,F
650,../../../data/kimia_path_960/J31.tif,J
651,../../../data/kimia_path_960/F26.tif,F
652,../../../data/kimia_path_960/L29.tif,L
653,../../../data/kimia_path_960/N3.tif,N
654,../../../data/kimia_path_960/Q35.tif,Q
658,../../../data/kimia_path_960/P28.tif,P
659,../../../data/kimia_path_960/G20.tif,G
661,../../../data/kimia_path_960/I33.tif,I
662,../../../data/kimia_path_960/G25.tif,G
663,../../../data/kimia_path_960/N43.tif,N
665,../../../data/kimia_path_960/S45.tif,S
666,../../../data/kimia_path_960/S33.tif,S
667,../../../data/kimia_path_960/B45.tif,B
669,../../../data/kimia_path_960/O15.tif,O
670,../../../data/kimia_path_960/T9.tif,T
672,../../../data/kimia_path_960/K41.tif,K
675,../../../data/kimia_path_960/F20.tif,F
676,../../../data/kimia_path_960/B34.tif,B
677,../../../data/kimia_path_960/M46.tif,M
678,../../../data/kimia_path_960/J9.tif,J
679,../../../data/kimia_path_960/E30.tif,E
680,../../../data/kimia_path_960/E27.tif,E
681,../../../data/kimia_path_960/O17.tif,O
682,../../../data/kimia_path_960/Q42.tif,Q
683,../../../data/kimia_path_960/F29.tif,F
684,../../../data/kimia_path_960/A34.tif,A
685,../../../data/kimia_path_960/J4.tif,J
686,../../../data/kimia_path_960/G5.tif,G
687,../../../data/kimia_path_960/B27.tif,B
688,../../../data/kimia_path_960/B3.tif,B
689,../../../data/kimia_path_960/P47.tif,P
691,../../../data/kimia_path_960/B6.tif,B
692,../../../data/kimia_path_960/Q40.tif,Q
693,../../../data/kimia_path_960/R4.tif,R
694,../../../data/kimia_path_960/L24.tif,L
695,../../../data/kimia_path_960/A45.tif,A
696,../../../data/kimia_path_960/I6.tif,I
697,../../../data/kimia_path_960/M38.tif,M
699,../../../data/kimia_path_960/Q46.tif,Q
700,../../../data/kimia_path_960/P34.tif,P
701,../../../data/kimia_path_960/S6.tif,S
702,../../../data/kimia_path_960/K29.tif,K
703,../../../data/kimia_path_960/I24.tif,I
704,../../../data/kimia_path_960/J14.tif,J
707,../../../data/kimia_path_960/D14.tif,D
708,../../../data/kimia_path_960/F46.tif,F
709,../../../data/kimia_path_960/R15.tif,R
710,../../../data/kimia_path_960/O14.tif,O
711,../../../data/kimia_path_960/F36.tif,F
713,../../../data/kimia_path_960/E35.tif,E
714,../../../data/kimia_path_960/I37.tif,I
715,../../../data/kimia_path_960/G47.tif,G
716,../../../data/kimia_path_960/S23.tif,S
717,../../../data/kimia_path_960/A10.tif,A
718,../../../data/kimia_path_960/T35.tif,T
719,../../../data/kimia_path_960/A11.tif,A
720,../../../data/kimia_path_960/H4.tif,H
723,../../../data/kimia_path_960/S22.tif,S
725,../../../data/kimia_path_960/H15.tif,H
726,../../../data/kimia_path_960/F33.tif,F
727,../../../data/kimia_path_960/B30.tif,B
728,../../../data/kimia_path_960/E23.tif,E
729,../../../data/kimia_path_960/L15.tif,L
730,../../../data/kimia_path_960/E22.tif,E
731,../../../data/kimia_path_960/I15.tif,I
732,../../../data/kimia_path_960/Q21.tif,Q
733,../../../data/kimia_path_960/B1.tif,B
734,../../../data/kimia_path_960/N34.tif,N
736,../../../data/kimia_path_960/N20.tif,N
737,../../../data/kimia_path_960/H23.tif,H
738,../../../data/kimia_path_960/D32.tif,D
739,../../../data/kimia_path_960/I48.tif,I
740,../../../data/kimia_path_960/G4.tif,G
741,../../../data/kimia_path_960/R45.tif,R
743,../../../data/kimia_path_960/Q9.tif,Q
746,../../../data/kimia_path_960/O44.tif,O
747,../../../data/kimia_path_960/C31.tif,C
748,../../../data/kimia_path_960/K31.tif,K
749,../../../data/kimia_path_960/K18.tif,K
750,../../../data/kimia_path_960/N28.tif,N
752,../../../data/kimia_path_960/R27.tif,R
753,../../../data/kimia_path_960/S9.tif,S
754,../../../data/kimia_path_960/F8.tif,F
755,../../../data/kimia_path_960/Q6.tif,Q
756,../../../data/kimia_path_960/D6.tif,D
757,../../../data/kimia_path_960/D33.tif,D
758,../../../data/kimia_path_960/D29.tif,D
759,../../../data/kimia_path_960/H28.tif,H
760,../../../data/kimia_path_960/D13.tif,D
761,../../../data/kimia_path_960/P18.tif,P
762,../../../data/kimia_path_960/J37.tif,J
764,../../../data/kimia_path_960/C24.tif,C
